symbol,name,reportDate,fiscalDateEnding,estimate,currency,timeOfTheDay
ARDX,ARDELYX INC,2026-03-11,2025-12-31,-0.0197,USD,
ARIS,ARIS MINING CORPORATION,2026-03-11,2025-12-31,0.54,USD,post-market
ASM,AVINO SILVER,2026-03-11,2025-12-31,0.06,USD,pre-market
ASPI,ASP ISOTOPES INCORPORATED,2026-03-11,2025-12-31,,USD,
ASTL,ALGOMA STEEL GROUP INC,2026-03-11,2025-12-31,0.32,USD,post-market
ATUUF,ATUUF,2026-03-11,2025-12-31,-0.02,USD,
AUEEF,AUEEF,2026-03-11,2025-12-31,,USD,
AVAL,GRUPO AVAL ACCIONES Y VALORES S.A.,2026-03-11,2025-12-31,0.1073,USD,
BAFBF,BAFBF,2026-03-11,2025-12-31,,USD,
BCNWF,BCNWF,2026-03-11,2025-12-31,,USD,
BCTX,BRIACELL THERAPEUTICS CORPORATION,2026-03-11,2026-01-31,,USD,
BGSF,BGSF INC,2026-03-11,2025-12-31,,USD,post-market
BIRDF,BIRDF,2026-03-11,2025-12-31,0.54,USD,
BKLRF,BKLRF,2026-03-11,2025-12-31,,USD,
BKWAF,BKWAF,2026-03-11,2025-12-31,,USD,
BLFY,BLUE FOUNDRY BANCORP,2026-03-11,2025-12-31,,USD,
BMBL,BUMBLE INC - CLASS A,2026-03-11,2025-12-31,0.29,USD,post-market
BMBRF,BMBRF,2026-03-11,2025-12-31,8.97,USD,
BNTGY,BNTGY,2026-03-11,2025-12-31,0.2714,USD,
BRDNF,BRDNF,2026-03-11,2025-12-31,,USD,
BRSYF,BRSYF,2026-03-11,2025-12-31,,USD,
BRT,BRT APARTMENTS CORP,2026-03-11,2025-12-31,0.36,USD,
BSFFF,BSFFF,2026-03-11,2025-12-31,,USD,
BSRTF,BSRTF,2026-03-11,2025-12-31,,USD,
BTMD,BIOTE CORP - CLASS A,2026-03-11,2025-12-31,0.05,USD,post-market
BUENF,BUENF,2026-03-11,2025-12-31,,USD,
BWAY,BRAINSWAY LTD,2026-03-11,2025-12-31,0.05,USD,pre-market
BWEN,BROADWIND INC,2026-03-11,2025-12-31,-0.05,USD,pre-market
BYND,BEYOND MEAT INC,2026-03-11,2025-12-31,-0.12,USD,
CABPF,CABPF,2026-03-11,2025-12-31,,USD,
CAULF,CAULF,2026-03-11,2025-12-31,,USD,
CCPUF,CCPUF,2026-03-11,2025-12-31,-0.0219,USD,
CDXS,CODEXIS INC,2026-03-11,2025-12-31,0.0,USD,post-market
CINT,CI&T INCORPORATED,2026-03-11,2025-12-31,0.1,USD,post-market
CLPT,CLEARPOINT NEURO INC,2026-03-11,2025-12-31,-0.22,USD,
CMTHF,CMTHF,2026-03-11,2025-12-31,,USD,
CMTL,COMTECH TELECOMMUNICATIONS CORPORATION,2026-03-11,2026-01-31,-0.34,USD,
CNALF,CNALF,2026-03-11,2025-12-31,,USD,
CPB,CAMPBELL SOUP COMPANY,2026-03-11,2026-01-31,0.57,USD,pre-market
CPCAF,CPCAF,2026-03-11,2025-12-31,,USD,
CPHI,CHINA PHARMA HOLDINGS INCORPORATED,2026-03-11,2025-12-31,,USD,
CPPKF,CPPKF,2026-03-11,2025-12-31,-0.03,USD,
CTNT,CHEETAH NET SUPPLY CHAIN SERVICE INC - CLASS A,2026-03-11,2025-12-31,,USD,
CTXXF,CTXXF,2026-03-11,2025-12-31,0.01,USD,
CUB,LIONHEART HOLDINGS,2026-03-11,2025-12-31,,USD,
CULP,CULP INC,2026-03-11,2026-01-31,-0.07,USD,
CURI,CURIOSITYSTREAM INC - CLASS A,2026-03-11,2025-12-31,-0.04,USD,post-market
CURN,CURN,2026-03-11,2026-01-31,,USD,
CVCCF,CVCCF,2026-03-11,2025-12-31,,USD,
CXM,SPRINKLR INC CLASS A,2026-03-11,2026-01-31,0.05,USD,pre-market
DCMDF,DCMDF,2026-03-11,2025-12-31,-0.01,USD,
DEDVF,DEDVF,2026-03-11,2025-12-31,0.12,USD,
DFRYF,DFRYF,2026-03-11,2025-12-31,,USD,
DLVEY,DLVEY,2026-03-11,2025-12-31,,USD,
DMRC,DIGIMARC CORPORATION,2026-03-11,2025-12-31,,USD,post-market
DROOF,DROOF,2026-03-11,2025-12-31,,USD,
DRPRY,DRPRY,2026-03-11,2025-12-31,0,USD,
DRTS,ALPHA TAU MEDICAL LIMITED,2026-03-11,2025-12-31,-0.13,USD,
DSGX,DESCARTES SYSTEMS GROUP INC,2026-03-11,2026-01-31,0.5,USD,post-market
DSP,VIANT TECHNOLOGY INCORPORATED,2026-03-11,2025-12-31,-0.01,USD,post-market
DUFRY,DUFRY,2026-03-11,2025-12-31,,USD,
ECOR,ELECTROCORE INCORPORATED,2026-03-11,2025-12-31,-0.34,USD,
ELMTF,ELMTF,2026-03-11,2025-12-31,,USD,
ELSSF,ELSSF,2026-03-11,2025-12-31,,USD,
ELUT,ELUTIA INC - CLASS A,2026-03-11,2025-12-31,,USD,post-market
EMMRF,EMMRF,2026-03-11,2025-12-31,,USD,
ERLFF,ERLFF,2026-03-11,2025-12-31,,USD,
ERNA,ERNEXA THERAPEUTICS INCORPORATED,2026-03-11,2025-12-31,,USD,
EUZOF,EUZOF,2026-03-11,2025-12-31,,USD,
EVGO,EVGO INC - CLASS A,2026-03-11,2025-12-31,-0.0861,USD,
EXOD,EXODUS MOVEMENT INCORPORATED,2026-03-11,2025-12-31,0.0,USD,post-market
EXXAF,EXXAF,2026-03-11,2025-12-31,,USD,
FINMF,FINMF,2026-03-11,2025-12-31,0.75,USD,
FLX,BINGEX LTD,2026-03-11,2025-12-31,,USD,
FLYE,FLY-E GROUP INCORPORATED,2026-03-11,2025-12-31,,USD,
FOSL,FOSSIL GROUP INC,2026-03-11,2025-12-31,0.02,USD,post-market
FRHLF,FRHLF,2026-03-11,2025-12-31,,USD,
FRRFF,FRRFF,2026-03-11,2025-12-31,,USD,
FTHM,FATHOM HOLDINGS INC,2026-03-11,2025-12-31,-0.14,USD,
FTK,FLOTEK INDUSTRIES INCORPORATED,2026-03-11,2025-12-31,0.15,USD,post-market
GEF.B,GREIF INCORPORATED,2026-03-11,2026-01-31,,USD,
GIFI,GULF ISLAND FABRICATION INC,2026-03-11,2025-12-31,0.0505,USD,
GMDMF,GMDMF,2026-03-11,2025-12-31,,USD,
GRDN,GUARDIAN PHARMACY SERVICES INC,2026-03-11,2025-12-31,0.26,USD,post-market
GRND,GRINDR INC - CLASS A,2026-03-11,2025-12-31,0.1239,USD,
GRNNF,GRNNF,2026-03-11,2025-12-31,,USD,
GSL,GLOBAL SHIP LEASE INC - CLASS A,2026-03-11,2025-12-31,2.31,USD,
GTOFF,GTOFF,2026-03-11,2025-12-31,0.26,USD,
HAWRF,HAWRF,2026-03-11,2025-12-31,,USD,
HCHDF,HCHDF,2026-03-11,2025-12-31,0.2289,USD,
HDGHF,HDGHF,2026-03-11,2025-12-31,,USD,
HDIUF,HDIUF,2026-03-11,2025-12-31,0.4,USD,
HEGLF,HEGLF,2026-03-11,2025-12-31,,USD,
HELKF,HELKF,2026-03-11,2025-12-31,,USD,
HENKY,HENKY,2026-03-11,2025-12-31,0.3905,USD,
HENOY,HENOY,2026-03-11,2025-12-31,0.3709,USD,
HGMCF,HGMCF,2026-03-11,2025-12-31,,USD,
HPK,HIGHPEAK ENERGY INC,2026-03-11,2025-12-31,-0.04,USD,post-market
ICLR,ICON PUBLIC LIMITED COMPANY,2026-03-11,2025-12-31,3.15,USD,
IDEXF,IDEXF,2026-03-11,2026-01-31,0.43,USD,
IFSUF,IFSUF,2026-03-11,2025-12-31,0.12,USD,
IMMR,IMMERSION CORP,2026-03-11,2025-12-31,0.146,USD,
IMXI,INTERNATIONAL MONEY EXPRESS INC,2026-03-11,2025-12-31,,USD,
JRNGF,JRNGF,2026-03-11,2025-12-31,0.13,USD,
KAMRF,KAMRF,2026-03-11,2025-12-31,,USD,
KEGX,KEGX,2026-03-11,2025-12-31,0,USD,
KEQU,KEWAUNEE SCIENTIFIC CORPORATION,2026-03-11,2026-01-31,,USD,post-market
KLKNF,KLKNF,2026-03-11,2025-12-31,,USD,
KLXE,KLX ENERGY SERVICES HOLDINGS INC,2026-03-11,2025-12-31,-0.8,USD,
KMDA,KAMADA LTD,2026-03-11,2025-12-31,0.09,USD,pre-market
KPLT,KATAPULT HOLDINGS INCORPORATED,2026-03-11,2025-12-31,,USD,pre-market
LEGH,LEGACY HOUSING CORP,2026-03-11,2025-12-31,0.45,USD,
LGGNF,LGGNF,2026-03-11,2025-12-31,,USD,
LINK,INTERLINK ELECTRONICS,2026-03-11,2025-12-31,,USD,
LINRF,LINRF,2026-03-11,2025-12-31,,USD,
LOAN,MANHATTAN BRIDGE CAPITAL INC,2026-03-11,2025-12-31,,USD,
LOMA,LOMA NEGRA COMPANIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA,2026-03-11,2025-12-31,0.1252,USD,
MAOIF,MAOIF,2026-03-11,2025-12-31,,USD,
MG,MISTRAS GROUP INC,2026-03-11,2025-12-31,0.2125,USD,
MHCUF,MHCUF,2026-03-11,2025-12-31,,USD,
MIRM,MIRUM PHARMACEUTICALS INC,2026-03-11,2025-12-31,-0.0486,USD,
MLR,MILLER INDUSTRIES INC,2026-03-11,2025-12-31,0.09,USD,
MLYS,MINERALYS THERAPEUTICS INC,2026-03-11,2025-12-31,-0.57,USD,
MNTK,MONTAUK RENEWABLES INC,2026-03-11,2025-12-31,0.0,USD,post-market
MRMD,MRMD,2026-03-11,2025-12-31,-0.0067,USD,
NAGE,NIAGEN BIOSCIENCE INC,2026-03-11,2025-12-31,0.022,USD,
NEWT,NEWTEKONE INC,2026-03-11,2025-12-31,0.6767,USD,
NEXN,NEXXEN INTERNATIONAL LTD,2026-03-11,2025-12-31,0.4036,USD,
NFYEF,NFYEF,2026-03-11,2025-12-31,0.3,USD,
NGD,NEW GOLD INC,2026-03-11,2025-12-31,0.27,USD,
NJDCY,NJDCY,2026-03-11,2025-12-31,0.07,USD,
NMTAF,NMTAF,2026-03-11,2025-12-31,,USD,
NMTAY,NMTAY,2026-03-11,2025-12-31,,USD,
NSPR,INSPIREMD INC,2026-03-11,2025-12-31,-0.22,USD,
NTSK,NETSKOPE INC - CLASS A,2026-03-11,2026-01-31,-0.06,USD,post-market
NVGS,NAVIGATOR HOLDINGS LTD,2026-03-11,2025-12-31,0.39,USD,post-market
ODC,OIL-DRI CORPORATION OF AMERICA,2026-03-11,2026-01-31,,USD,post-market
OILSF,OILSF,2026-03-11,2025-12-31,0.07,USD,
ONDS,ONDAS HOLDINGS INC,2026-03-11,2025-12-31,-0.06,USD,
OPFI,OPPFI INC - CLASS A,2026-03-11,2025-12-31,0.28,USD,pre-market
OROVF,OROVF,2026-03-11,2025-12-31,,USD,
OROVY,OROVY,2026-03-11,2025-12-31,,USD,
OSPN,ONESPAN INC,2026-03-11,2025-12-31,0.348,USD,
OTCM,OTCM,2026-03-11,2025-12-31,0.705,USD,
PATH,UIPATH INC - CLASS A,2026-03-11,2026-01-31,0.12,USD,post-market
PCOGF,PCOGF,2026-03-11,2025-12-31,,USD,
PCSC,PERCEPTIVE CAPITAL SOLUTIONS CORPORATION,2026-03-11,2025-12-31,,USD,
PCT,PURECYCLE TECHNOLOGIES INC,2026-03-11,2025-12-31,-0.2467,USD,
PFSA,PROFUSA INCORPORATED,2026-03-11,2025-12-31,,USD,
RBSFY,RBSFY,2026-03-11,2025-12-31,,USD,
RCMT,RCM TECHNOLOGIES INC,2026-03-11,2025-12-31,0.48,USD,
RERE,ATRENEW INCORPORATED,2026-03-11,2025-12-31,0.06,USD,pre-market
REVG,REV GROUP INC,2026-03-11,2026-01-31,0.58,USD,
RMRHF,RMRHF,2026-03-11,2025-12-31,,USD,
RNMBF,RNMBF,2026-03-11,2025-12-31,18.69,USD,
RPNMF,RPNMF,2026-03-11,2025-12-31,,USD,
RSNUF,RSNUF,2026-03-11,2025-12-31,,USD,
RTRFF,RTRFF,2026-03-11,2025-12-31,,USD,
RTRZY,RTRZY,2026-03-11,2025-12-31,,USD,
RUBSF,RUBSF,2026-03-11,2025-12-31,,USD,
SBIG,SBIG,2026-03-11,2025-12-31,-0.02,USD,
SBWFF,SBWFF,2026-03-11,2025-12-31,,USD,
SBXD,SILVERBOX CORPORATION IV,2026-03-11,2025-12-31,,USD,
SCM,STELLUS CAPITAL INVESTMENT CORP,2026-03-11,2025-12-31,0.31,USD,post-market
SDHC,SMITH DOUGLAS HOMES CORP - CLASS A,2026-03-11,2025-12-31,0.12,USD,pre-market
SERV,SERVE ROBOTICS INCORPORATED,2026-03-11,2025-12-31,-0.49,USD,pre-market
SFIX,STITCH FIX INC - CLASS A,2026-03-11,2026-01-31,-0.05,USD,post-market
SFRGF,SFRGF,2026-03-11,2025-12-31,,USD,
SGCFF,SGCFF,2026-03-11,2025-12-31,0.26,USD,
SGMT,SAGIMET BIOSCIENCES INCORPORATED,2026-03-11,2025-12-31,-0.43,USD,
SHASF,SHASF,2026-03-11,2025-12-31,0.01,USD,
SHPH,SHUTTLE PHARMACEUTICALS HOLDINGS INCORPORATED,2026-03-11,2025-12-31,,USD,
SID,COMPANHIA SIDERURGICA NACIONAL,2026-03-11,2025-12-31,0.14,USD,post-market
SLGL,SOL-GEL TECHNOLOGIES LTD,2026-03-11,2025-12-31,0.4,USD,
SLNG,STABILIS SOLUTIONS INC,2026-03-11,2025-12-31,0.0427,USD,
SLNO,SOLENO THERAPEUTICS INC,2026-03-11,2025-12-31,0.215,USD,
SLROF,SLROF,2026-03-11,2025-12-31,,USD,
SNES,SENESTECH INCORPORATED,2026-03-11,2025-12-31,-0.3,USD,
SRI,STONERIDGE INC,2026-03-11,2025-12-31,,USD,post-market
SRTSF,SRTSF,2026-03-11,2025-12-31,,USD,
STKL,SUNOPTA INC,2026-03-11,2025-12-31,0.05,USD,
SWRAY,SWRAY,2026-03-11,2025-12-31,,USD,
SWRBY,SWRBY,2026-03-11,2025-12-31,,USD,
SWSSF,SWSSF,2026-03-11,2025-12-31,0.03,USD,
TBBB,BBB FOODS INCORPORATED,2026-03-11,2025-12-31,-0.27,USD,post-market
TBPH,THERAVANCE BIOPHARMA INC,2026-03-11,2025-12-31,0.35,USD,
TCRX,TSCAN THERAPEUTICS INC,2026-03-11,2025-12-31,-0.2671,USD,
TCYMF,TCYMF,2026-03-11,2025-12-31,,USD,
TEO,TELECOM ARGENTINA S.A.,2026-03-11,2025-12-31,0.001,USD,
TG,TREDEGAR CORPORATION,2026-03-11,2025-12-31,,USD,
TH,TARGET HOSPITALITY CORP - CLASS A,2026-03-11,2025-12-31,-0.1,USD,pre-market
THM,INTERNATIONAL TOWER HILL MINES LTD,2026-03-11,2025-12-31,,USD,
THO,THOR INDUSTRIES INC,2026-03-11,2026-01-31,0.078,USD,
TIAOF,TIAOF,2026-03-11,2025-12-31,,USD,
TIIAY,TIIAY,2026-03-11,2025-12-31,,USD,
TIPT,TIPTREE INCORPORATED,2026-03-11,2025-12-31,,USD,
TLYS,TILLYS INC - CLASS A,2026-03-11,2026-01-31,-0.15,USD,post-market
TPVG,TRIPLEPOINT VENTURE GROWTH BDC CORP,2026-03-11,2025-12-31,0.2649,USD,
TRC,TEJON RANCH COMPANY,2026-03-11,2025-12-31,0.05,USD,
TSHA,TAYSHA GENE THERAPIES INC,2026-03-11,2025-12-31,-0.11,USD,
TTGT,TECHTARGET INC,2026-03-11,2025-12-31,,USD,post-market
UCFI,CN HEALTHY FOOD TECH GROUP CORPORATION,2026-03-11,2025-12-31,,USD,
UGP,ULTRAPAR PARTICIPACOES S.A.,2026-03-11,2025-12-31,0.07,USD,
UHG,UNITED HOMES GROUP INC - CLASS A,2026-03-11,2025-12-31,,USD,
ULY,URGENT.LY INC,2026-03-11,2025-12-31,,USD,
UNPRF,UNPRF,2026-03-11,2025-12-31,0.11,USD,
UPB,UPSTREAM BIO INC,2026-03-11,2025-12-31,-0.73,USD,
VCIC,VINE HILL CAPITAL INVESTMENT CORPORATION,2026-03-11,2025-12-31,,USD,
VEL,VELOCITY FINANCIAL INCORPORATED,2026-03-11,2025-12-31,0.9,USD,post-market
VOYRF,VOYRF,2026-03-11,2025-12-31,,USD,
VPGLF,VPGLF,2026-03-11,2025-12-31,,USD,
VRCA,VERRICA PHARMACEUTICALS INCORPORATED,2026-03-11,2025-12-31,-0.44,USD,pre-market
VZLA,VIZSLA SILVER CORPORATION,2026-03-11,2026-01-31,-0.01,USD,
WARFY,WARFY,2026-03-11,2025-12-31,,USD,
WDH,WATERDROP INC,2026-03-11,2025-12-31,,USD,
WDOFF,WDOFF,2026-03-11,2025-12-31,0.68,USD,
WKCMF,WKCMF,2026-03-11,2025-12-31,2.28,USD,
WLTH,WEALTHFRONT CORP,2026-03-11,2026-01-31,-1.24,USD,post-market
WOOF,PETCO HEALTH AND WELLNESS CO INC - CLASS A,2026-03-11,2026-01-31,-0.02,USD,post-market
XTCPF,XTCPF,2026-03-11,2025-12-31,,USD,
XTIA,XTI AEROSPACE INCORPORATED COMMON STOCK,2026-03-11,2025-12-31,,USD,
YB,YUANBAO INC,2026-03-11,2025-12-31,,USD,
YUEIF,YUEIF,2026-03-11,2025-12-31,0.06,USD,
ZBIO,ZENAS BIOPHARMA INC,2026-03-11,2025-12-31,-1.22,USD,
AAWH,AAWH,2026-03-12,2025-12-31,-0.1,USD,
ABRMF,ABRMF,2026-03-12,2026-01-31,,USD,
ABX,ABACUS GLOBAL MANAGEMENT INCORPORATED,2026-03-12,2025-12-31,0.2,USD,post-market
ACDC,PROFRAC HOLDING CORP CLASS A,2026-03-12,2025-12-31,-0.44,USD,pre-market
ACEJF,ACEJF,2026-03-12,2025-12-31,,USD,
ACIU,AC IMMUNE SA,2026-03-12,2025-12-31,-0.19,USD,
ACLIF,ACLIF,2026-03-12,2025-12-31,,USD,
ACTU,ACTUATE THERAPEUTICS INC,2026-03-12,2025-12-31,-0.24,USD,
ADBE,ADOBE INC,2026-03-12,2026-02-28,4.85,USD,post-market
AFIB,AFIB,2026-03-12,2025-12-31,-0.19,USD,
AFYA,AFYA LTD - CLASS A,2026-03-12,2025-12-31,0.35,USD,
AGNMF,AGNMF,2026-03-12,2025-12-31,,USD,
AKBA,AKEBIA THERAPEUTICS INC,2026-03-12,2025-12-31,0.002,USD,
AKRO,AKRO,2026-03-12,2025-12-31,-1.01,USD,
ALDX,ALDEYRA THERAPEUTICS INC,2026-03-12,2025-12-31,-0.155,USD,
ALEGF,ALEGF,2026-03-12,2025-12-31,-1.52,USD,
ALEX,ALEXANDER & BALDWIN INC,2026-03-12,2025-12-31,0.26,USD,
ALH,ALLIANCE LAUNDRY HOLDINGS INC,2026-03-12,2025-12-31,0.22,USD,pre-market
ALLIF,ALLIF,2026-03-12,2025-12-31,,USD,
ALLO,ALLOGENE THERAPEUTICS INC,2026-03-12,2025-12-31,-0.25,USD,post-market
ALTI,ALTI GLOBAL INCORPORATED,2026-03-12,2025-12-31,0.01,USD,
AMTX,AEMETIS INC,2026-03-12,2025-12-31,-0.28,USD,
ANDMF,ANDMF,2026-03-12,2025-12-31,,USD,
ANGX,ANGEL STUDIOS INC - CLASS A,2026-03-12,2025-12-31,-0.2,USD,post-market
AOUT,AMERICAN OUTDOOR BRANDS INC,2026-03-12,2026-01-31,0.07,USD,post-market
APEI,AMERICAN PUBLIC EDUCATION INC,2026-03-12,2025-12-31,0.39,USD,post-market
APGOF,APGOF,2026-03-12,2026-02-28,,USD,
ARTTF,ARTTF,2026-03-12,2025-12-31,,USD,
ARZGF,ARZGF,2026-03-12,2025-12-31,0.7,USD,
ARZGY,ARZGY,2026-03-12,2025-12-31,0.3412,USD,
ASHTF,ASHTF,2026-03-12,2026-01-31,0.81,USD,
ASHXF,ASHXF,2026-03-12,2026-01-31,,USD,
ATLC,ATLANTICUS HOLDINGS CORP,2026-03-12,2025-12-31,1.65,USD,
ATNNF,ATNNF,2026-03-12,2025-12-31,,USD,
ATYR,ATYR PHARMA INC,2026-03-12,2025-12-31,-0.183,USD,
AUID,AUTHID INC,2026-03-12,2025-12-31,,USD,
AUMBF,AUMBF,2026-03-12,2025-12-31,,USD,
AVO,MISSION PRODUCE INC,2026-03-12,2026-01-31,0.05,USD,post-market
AYALY,AYALY,2026-03-12,2025-12-31,0.3778,USD,
BABA,ALIBABA GROUP HOLDING LTD,2026-03-12,2025-12-31,1.73,CNY,
BAK,BRASKEM S.A.,2026-03-12,2025-12-31,-0.98,USD,
BAMXF,BAMXF,2026-03-12,2025-12-31,1.37,USD,
BBLNF,BBLNF,2026-03-12,2025-12-31,0,USD,
BBW,BUILD A BEAR WORKSHOP INC,2026-03-12,2026-01-31,1.26,USD,pre-market
BCHMF,BCHMF,2026-03-12,2025-12-31,,USD,
BCVVF,BCVVF,2026-03-12,2025-12-31,,USD,
BEAT,HEARTBEAM INC,2026-03-12,2025-12-31,-0.13,USD,post-market
BIOYF,BIOYF,2026-03-12,2025-12-31,,USD,
BKTI,BK TECHNOLOGIES CORPORATION,2026-03-12,2025-12-31,,USD,pre-market
BLDP,BALLARD POWER SYSTEMS INC,2026-03-12,2025-12-31,-0.07,USD,pre-market
BLFS,BIOLIFE SOLUTIONS INC,2026-03-12,2025-12-31,-0.0038,USD,
BLKLF,BLKLF,2026-03-12,2026-01-31,-0.02,USD,
BLNK,BLINK CHARGING COMPANY,2026-03-12,2025-12-31,-0.09,USD,
BMWKY,BMWKY,2026-03-12,2025-12-31,0,USD,
BNTGF,BNTGF,2026-03-12,2025-12-31,0.85,USD,
BSSMF,BSSMF,2026-03-12,2025-12-31,,USD,
BVNKF,BVNKF,2026-03-12,2025-12-31,,USD,
BYOGF,BYOGF,2026-03-12,2025-12-31,,USD,
BYPLF,BYPLF,2026-03-12,2025-12-31,,USD,
BZFD,BUZZFEED INCORPORATED,2026-03-12,2025-12-31,,USD,post-market
CADL,CANDEL THERAPEUTICS INC,2026-03-12,2025-12-31,-0.24,USD,
CCLD,CARECLOUD INC,2026-03-12,2025-12-31,0.11,USD,pre-market
CDDRF,CDDRF,2026-03-12,2025-12-31,0.16,USD,
CECAF,CECAF,2026-03-12,2025-12-31,,USD,
CFWFF,CFWFF,2026-03-12,2025-12-31,-0.06,USD,
CGEM,CULLINAN THERAPEUTICS INCORPORATED,2026-03-12,2025-12-31,-0.8,USD,
CHHQY,CHHQY,2026-03-12,2025-12-31,,USD,
CHKMF,CHKMF,2026-03-12,2025-12-31,,USD,
CHNVF,CHNVF,2026-03-12,2025-12-31,,USD,
CIA,CITIZENS INC - CLASS A,2026-03-12,2025-12-31,0.08,USD,
CION,CION INVT CORP,2026-03-12,2025-12-31,0.39,USD,pre-market
CLLS,CELLECTIS,2026-03-12,2025-12-31,,USD,
CMND,CLEARMIND MEDICINE INCORPORATED,2026-03-12,2026-01-31,,USD,
CMPS,COMPASS PATHWAYS PLC,2026-03-12,2025-12-31,-0.41,USD,
CMVLF,CMVLF,2026-03-12,2025-12-31,,USD,
CNTY,CENTURY CASINOS INC,2026-03-12,2025-12-31,-0.46,USD,
CPHRF,CPHRF,2026-03-12,2025-12-31,0.1518,USD,
CRAWA,CRAWA,2026-03-12,2025-12-31,0.54,USD,
CRLFF,CRLFF,2026-03-12,2025-12-31,0.09,USD,
CSAI,CLOUDASTRUCTURE INCORPORATED,2026-03-12,2025-12-31,-0.1,USD,
CV,CAPSOVISION INC,2026-03-12,2025-12-31,-0.17,USD,
CVGW,CALAVO GROWERS INC,2026-03-12,2026-01-31,,USD,post-market
CVKD,CADRENAL THERAPEUTICS INCORPORATED,2026-03-12,2025-12-31,-1.17,USD,
CZAVF,CZAVF,2026-03-12,2025-12-31,7.82,USD,
DCFCQ,DCFCQ,2026-03-12,2025-12-31,2,USD,
DG,DOLLAR GENERAL CORP,2026-03-12,2026-01-31,1.61,USD,pre-market
DKS,DICKS SPORTING GOODS INC,2026-03-12,2026-01-31,3.43,USD,pre-market
DLNG,DYNAGAS LNG PARTNERS LP,2026-03-12,2025-12-31,0.26,USD,
DNN,DENISON MINES CORP,2026-03-12,2025-12-31,-0.02,USD,
DTGHF,DTGHF,2026-03-12,2025-12-31,0.79,USD,
DYLLF,DYLLF,2026-03-12,2025-12-31,0,USD,
EB,EVENTBRITE INCORPORATED,2026-03-12,2025-12-31,0.0,USD,
EBR-B,CENTRAIS ELETRICAS BRASILEIRAS S.A.,2026-03-12,2025-12-31,0.16,USD,
EBRB,EBRB,2026-03-12,2025-12-31,0.1985,USD,
ECNLF,ECNLF,2026-03-12,2025-12-31,0.03,USD,
EGY,VAALCO ENERGY INC,2026-03-12,2025-12-31,0.02,USD,
EH,EHANG HOLDINGS LTD,2026-03-12,2025-12-31,,USD,pre-market
ELME,ELME COMMUNITIES,2026-03-12,2025-12-31,0.23,USD,
ELVN,ENLIVEN THERAPEUTICS INC,2026-03-12,2025-12-31,-0.3778,USD,
EMLAF,EMLAF,2026-03-12,2026-01-31,0.7,USD,
EVCM,EVERCOMMERCE INC,2026-03-12,2025-12-31,0.04,USD,post-market
FBKIF,FBKIF,2026-03-12,2025-12-31,,USD,
FEIM,FREQUENCY ELECTRONICS INC,2026-03-12,2026-01-31,,USD,
FGBI,FIRST GUARANTY BANCSHARES INC,2026-03-12,2025-12-31,-0.29,USD,
FNKO,FUNKO INC - CLASS A,2026-03-12,2025-12-31,,USD,post-market
FUTU,FUTU HOLDINGS LTD,2026-03-12,2025-12-31,,USD,pre-market
FYIRF,FYIRF,2026-03-12,2025-12-31,,USD,
GAMB,GAMBLING.COM GROUP LTD,2026-03-12,2025-12-31,,USD,pre-market
GBERF,GBERF,2026-03-12,2025-12-31,,USD,
GBLBF,GBLBF,2026-03-12,2025-12-31,,USD,
GBMRF,GBMRF,2026-03-12,2025-12-31,,USD,
GDOT,GREEN DOT CORP - CLASS A,2026-03-12,2025-12-31,-0.21,USD,post-market
GHI,GREYSTONE HOUSING IMPACT INVESTORS LIMITED PARTNERSHIP,2026-03-12,2025-12-31,,USD,
GIII,G-III APPAREL GROUP LTD,2026-03-12,2026-01-31,0.56,USD,pre-market
GKSGF,GKSGF,2026-03-12,2025-12-31,,USD,
GLNLF,GLNLF,2026-03-12,2025-12-31,,USD,
GOCO,GOHEALTH INCORPORATED,2026-03-12,2025-12-31,-2.69,USD,
GOSS,GOSSAMER BIO INC,2026-03-12,2025-12-31,-0.19,USD,
GPGI,GPGI INCORPORATED,2026-03-12,2025-12-31,0.14,USD,pre-market
GRAF,GRAF GLOBAL CORPORATION,2026-03-12,2025-12-31,,USD,
GREE,GREENIDGE GENERATION HOLDINGS INCORPORATED,2026-03-12,2025-12-31,,USD,
GROUF,GROUF,2026-03-12,2025-12-31,,USD,
GRRMF,GRRMF,2026-03-12,2026-02-28,-0.06,USD,
GSMGF,GSMGF,2026-03-12,2025-12-31,,USD,
GUELF,GUELF,2026-03-12,2025-12-31,,USD,
GUROF,GUROF,2026-03-12,2026-01-31,-0.03,USD,
HAIVF,HAIVF,2026-03-12,2026-01-31,0.01,USD,
HBIO,HARVARD BIOSCIENCE INC,2026-03-12,2025-12-31,0.03,USD,pre-market
HBPCF,HBPCF,2026-03-12,2026-01-31,,USD,
HCAT,HEALTH CATALYST INCORPORATED,2026-03-12,2025-12-31,0.0,USD,post-market
HERE,HERE GROUP LTD,2026-03-12,2025-12-31,,USD,pre-market
HGBL,HERITAGE GLOBAL INC,2026-03-12,2025-12-31,,USD,post-market
HLEGF,HLEGF,2026-03-12,2025-12-31,,USD,
HLTHQ,HLTHQ,2026-03-12,2025-12-31,-0.25,USD,
HLTRF,HLTRF,2026-03-12,2025-12-31,-0.03,USD,
HMR,HEIDMAR MARITIME HOLDINGS CORPORATION,2026-03-12,2025-12-31,0.05,USD,
